identifier,name,size,url,collection,mediatype,title,description,subject
tobacco_rxv27a00,tobacco_rxv27a00.mp4,970484486,https://archive.org/download/tobacco_rxv27a00/tobacco_rxv27a00.mp4,newsandpublicaffairs,movies,Tobacco Institute  Senate & Human Resources Committee Hearing  Tapes #1-5,Senate hearings regarding the advertising and marketing practices of the tobacco companies. Brand Names: Uptown,"tobacco, cigarette,voluntary agreement, marketing, advertising, hearing"
tobacco_vvx99d00,VTS_01_1_512kb.mp4,30399795,https://archive.org/download/tobacco_vvx99d00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,Curtis H. Judge Career Pathing Introduction,"Curtis Judge addresses, by videotape, employees who have been rewarded for past performance with a trip to New York City.  He highlights Lorillard's recent achievements in the low yield cigarette market and tells the audience that they will be apprised of the company's plans for the future.  He cautions them that being rewarded for outstanding contributions may have some unintended consequences.","tobacco , cigarette , business activity , low yield cigarette , tar , nicotine , tobacco industry employee"
tobacco_uax27a00,tobacco_uax27a00.mp4,394684321,https://archive.org/download/tobacco_uax27a00/tobacco_uax27a00.mp4,newsandpublicaffairs,movies,The Tobacco Institute Sen. Hearings Tape #2,Hearing on the health consequences of smoking. Features testimony of Dr. Louis Sullivan.,"tobacco, cigarette,hearing, government, tobacco use, adverse effects"
tobacco_lyv27a00,tobacco_lyv27a00.mp4,89003878,https://archive.org/download/tobacco_lyv27a00/tobacco_lyv27a00.mp4,newsandpublicaffairs,movies,Freedom of Speech,Discussion regarding the first amendment and advertising.,"tobacco, cigarette,first amendment protection, advertising"
tobacco_oex27a00,tobacco_oex27a00.mp4,21442588,https://archive.org/download/tobacco_oex27a00/tobacco_oex27a00.mp4,newsandpublicaffairs,movies,"News Center 8 Early Report ""Cigarette Additives"" WGAL-TV Lancaster, PA.  6PM",News segment about the ALA's push for Congress to acquire the list of additives in cigarettes due to some questionable ingredients.,"tobacco, cigarette,smoke constituent, cigarette additive, tobacco industry"
tobacco_aqa72i00,tobacco_aqa72i00.mp4,113722058,https://archive.org/download/tobacco_aqa72i00/tobacco_aqa72i00.mp4,medicalheritagelibrary,movies,EMPLOYEE VIDEO ON FDA CHARGES AGAINST PHILIP MORRIS,,"tobacco, cigarette"
tobacco_hjnj0229,tobacco_hjnj0229.mp4,16381932,https://archive.org/download/tobacco_hjnj0229/tobacco_hjnj0229.mp4,newsandpublicaffairs,movies,LOADINGGRIDSONTOPLUNGER.WMV,,"tobacco, cigarette,<a href='https://www.archive.org/browse.php?field=subject&mediatype=movies&collection=tobaccoarchives'>Browse by keywords in UCSF tobacco industry videos</a>"
tobacco_rnu03f00,Bates_170500040_512kb.mp4,4419492,https://archive.org/download/tobacco_rnu03f00/Bates_170500040_512kb.mp4,newsandpublicaffairs,movies,Raleigh and Belair commercials,Raleigh and Belair cigarette commercials.,"tobacco , cigarette , advertising,  menthol cigarette, male"
tobacco_jum02b00,VTS_01_1_512kb.mp4,50935725,https://archive.org/download/tobacco_jum02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,"""Room to Breathe""",Hong Kong TV program about the health risks of secondhand smoke.,"tobacco, cigarette, public place , secondhand smoke , regulation , laboratory research , indoor air quality , public health research , cancer , tobacco industry scientist , smoking restriction,  industry response, children, youth, health education program, smoker, non-smoker"
tobacco_jum02b00,VTS_02_1_512kb.mp4,4352401,https://archive.org/download/tobacco_jum02b00/VTS_02_1_512kb.mp4,medicalheritagelibrary,movies,"""Room to Breathe""",Hong Kong TV program about the health risks of secondhand smoke.,"tobacco, cigarette, public place , secondhand smoke , regulation , laboratory research , indoor air quality , public health research , cancer , tobacco industry scientist , smoking restriction,  industry response, children, youth, health education program, smoker, non-smoker"
tobacco_jum02b00,VTS_03_1_512kb.mp4,4284798,https://archive.org/download/tobacco_jum02b00/VTS_03_1_512kb.mp4,medicalheritagelibrary,movies,"""Room to Breathe""",Hong Kong TV program about the health risks of secondhand smoke.,"tobacco, cigarette, public place , secondhand smoke , regulation , laboratory research , indoor air quality , public health research , cancer , tobacco industry scientist , smoking restriction,  industry response, children, youth, health education program, smoker, non-smoker"
tobacco_jum02b00,VTS_04_1_512kb.mp4,4077645,https://archive.org/download/tobacco_jum02b00/VTS_04_1_512kb.mp4,medicalheritagelibrary,movies,"""Room to Breathe""",Hong Kong TV program about the health risks of secondhand smoke.,"tobacco, cigarette, public place , secondhand smoke , regulation , laboratory research , indoor air quality , public health research , cancer , tobacco industry scientist , smoking restriction,  industry response, children, youth, health education program, smoker, non-smoker"
tobacco_ttm02b00,VTS_01_1_512kb.mp4,77440269,https://archive.org/download/tobacco_ttm02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,Secondhand Smoke: Clearing the Air,Video produced by R. J. Reynolds investigating sources of indoor air pollution. Several invited experts say that it can be reduced through proper building ventilation and advocate solutions that can accommodate both smokers and non-smokers.,"tobacco, cigarette, smoker, non-smoker, secondhand smoke, workplace, public place, indoor air quality, tobacco related health concerns, smoking section, regulation, industry response"
tobacco_eer62a00,tobacco_eer62a00.mp4,16860640,https://archive.org/download/tobacco_eer62a00/tobacco_eer62a00.mp4,newsandpublicaffairs,movies,"YOUTH SMOKING PREVENTION ""MIS RAZONES"" / NO SUBTITLES: 30","Spanish-language commercial for youth smoking prevention campaign Think. Dont Smoke sponsored by Philip Morris.; MARG, MARGINALIA; VARI, ARCHIVE LOCATION VARIANCE SHEET","tobacco, cigarette,youth, children, youth access, anti-smoking advocacy, television, industry sponsored prevention program, Hispanic American"
tobacco_mav17j00,tobacco_mav17j00.mp4,18160046,https://archive.org/download/tobacco_mav17j00/tobacco_mav17j00.mp4,newsandpublicaffairs,movies,Video CBS News Extra - Smoking and Health - Cullman Interview,,"tobacco, cigarette"
tobacco_zlx27a00,tobacco_zlx27a00.mp4,37827544,https://archive.org/download/tobacco_zlx27a00/tobacco_zlx27a00.mp4,medicalheritagelibrary,movies,"Jolly Ann Davidson/Tom Lauria, Tobacco Institute"" Newswatch 8 WFLA-TV/Tampa  12:00PM","Interview with Davidson & Lauria about the ""Helping Youth Say No"" program.","tobacco, cigarette, youth, industry strategy, peer influence, youth access"
tobacco_vvb77c00,2083616882.mp4,90514183,https://archive.org/download/tobacco_vvb77c00/2083616882.mp4,newsandpublicaffairs,movies,"Steve Parrish Board Presentation Video on Politicians Opposing FDA Regulations"" ""Video for Marc Firestone Presentation""","Compilation of clips of media coverage of the Food and Drug Administration's intention to assert jurisdiction over tobacco because nicotine is an addictive drug.  Second segment is a compilation of the statements of members of Congress who oppose the FDA's initiative.  There are several versions of both these segments.  (After these segments is the audio from a Spanish television talk show covering issues apparently unrelated to tobacco.  Audio is speeded up.); VARI, ARCHIVE LOCATION VARIANCE SHEET","tobacco, cigarette"
tobacco_ndo23e00,10001670-0-2058500025_512kb.mp4,194540347,https://archive.org/download/tobacco_ndo23e00/10001670-0-2058500025_512kb.mp4,newsandpublicaffairs,movies,Virginia Slims ads,Compilation of Virginia Slims cigarette commercials.,"tobacco , cigarette , television, advertising, female"
tobacco_dmx27a00,tobacco_dmx27a00.mp4,15544779,https://archive.org/download/tobacco_dmx27a00/tobacco_dmx27a00.mp4,medicalheritagelibrary,movies,"First Business"" Nationally Syndicated Business program Workplace smoking bans  Walker Merryman","Segment on controversial workplace smoking restrictions, some which extend into employee's personal lives.","tobacco, cigarette, workplace, local ordinance"
tobacco_hwb77c00,tobacco_hwb77c00.mp4,210430363,https://archive.org/download/tobacco_hwb77c00/tobacco_hwb77c00.mp4,newsandpublicaffairs,movies,DAY ONE ABC-TV NETWORK 8:00 - 9:00 PM ET 940228 / 940307  950417,"ABC News ""Day One"" investigative report about cigarette ingredients and the list of additives that is submitted to the government by the tobacco companies, also includes continuation of discussion about the intentional manipulation of nicotine levels in cigarettes by tobacco industry.","tobacco, cigarette,addiction, nicotine, television, tobacco processing, tobacco product, cigarette design, cigarette additive, chemicals, government, tobacco industry, anti-smoking advocacy, regulation, lobbying, hearing"
tobacco_omp91f00,tobacco_omp91f00.mp4,170160127,https://archive.org/download/tobacco_omp91f00/tobacco_omp91f00.mp4,newsandpublicaffairs,movies,"Waxman/Kessler Hearing Tape # 6, House Subcomm. Hearing/testimony re: HR 1247",Hearing conducted by the House Committee on Health and the Environment on the Food and Drug Administration's proposal to classify nicotine as a drug and regulate its use in cigarettes.,"tobacco, cigarette,Congress, cigarette additive, cigarette packaging, cigarette ingredient, nicotine, Food and Drug Administration, secondhand smoke, tobacco industry, addiction, hearing, laboratory research, legislator, tobacco industry employee, government, cancer, food, tobacco processing"
tobacco_vjp47c00,tobacco_vjp47c00.mp4,244182615,https://archive.org/download/tobacco_vjp47c00/tobacco_vjp47c00.mp4,newsandpublicaffairs,movies,PROFITOLOGY,,"tobacco, cigarette,tobacco sales, advertising, retail outlet, smoker behavior"
tobacco_czy27a00,tobacco_czy27a00.mp4,9227982,https://archive.org/download/tobacco_czy27a00/tobacco_czy27a00.mp4,medicalheritagelibrary,movies,We Card  Iowa Coverage,News segments about We Card programs and training in Iowa,"tobacco, cigarette, youth access, retail outlet"
tobacco_pwm99d00,93288886_512kb.mp4,139584662,https://archive.org/download/tobacco_pwm99d00/93288886_512kb.mp4,medicalheritagelibrary,movies,Kent with Micronite Filter,Compilation of commercials for Kent cigarettes with Micronite Filter.,"tobacco, cigarette, advertising, marketing, television, cigarette design, filter, asbestos"
tobacco_hzq91f00,VTS_01_1_512kb.mp4,124795048,https://archive.org/download/tobacco_hzq91f00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"Rose Hearings, Washington, DC Burn-In, Tape 4, EPA Report on Passive Smoking [Parts 1-3]","Hearing on the Environmental Protection Agency's report on secondhand tobacco smoke in front of the House Subcommittee on Tobacco and Peanuts.

<a href=""http://www.archive.org/details/tobacco_hzq91f00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_hzq91f00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/tobacco_hzq91f00c"" rel=""nofollow"">Click Here to View Part 3</a>","tobacco , cigarette , Congress , hearing , epidemiology , public health research , secondhand smoke , carcinogen , Surgeon General , nicotine , youth , respiratory disease , tobacco farmer , lung cancer"
tobacco_niq03d00,BatesMPEG2srcVHS_514660455_chunk_1_512kb.mp4,59008061,https://archive.org/download/tobacco_niq03d00/BatesMPEG2srcVHS_514660455_chunk_1_512kb.mp4,newsandpublicaffairs,movies,"""Support the Law"" video news release.","Video news release about R. J. Reynolds efforts to stop youth smoking (""Support the Law"" and ""Right decisions/Right Now"" programs).","tobacco , cigarette , children, youth, youth access, industry sponsored prevention program, retail outlet, public relations, smoking restriction, educational organization"
ypz18d00,VTS_01_1_512kb.mp4,13129364,https://archive.org/download/ypz18d00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,Video for Marc Firestone Presentation,"Montage of clips from television news shows and print media on current tobacco issues, including regulation by the Food and Drug Administration, youth smoking, and advertising.","tobacco , cigarette , television , mass media , youth , advertising , addiction , regulation , Congress , sports sponsorship"
tobacco_phq03d00,tobacco_phq03d00.mp4,146478176,https://archive.org/download/tobacco_phq03d00/tobacco_phq03d00.mp4,newsandpublicaffairs,movies,"NIGHTLINE, PREMIER.",,"tobacco, cigarette"
tobacco_orz20j00,tobacco_orz20j00.mp4,2294946,https://archive.org/download/tobacco_orz20j00/tobacco_orz20j00.mp4,newsandpublicaffairs,movies,1519 ti55240022 2020 maybe not Brow.avi,,"tobacco, cigarette"
tobacco_fxi52b00,VTS_01_512kb.mp4,247555571,https://archive.org/download/tobacco_fxi52b00/VTS_01_512kb.mp4,medicalheritagelibrary,movies,Rodeo Superstars # 3,"Copenhagen-Skoal Rodeo Superstars Championship, includes commercials for smokeless tobacco.","sports sponsorship, public space, smokeless tobacco, marketing"
tobacco_aar91f00,VTS_01_1_512kb.mp4,78613222,https://archive.org/download/tobacco_aar91f00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,The Answers We Seek,"Tobacco Institute sponsored documentary with the position that stress and genetics rather than smoking cause illness.  Film uses scientists and doctors to refute the Surgeon General's findings that smoking causes lung cancer, emphysema, and heart disease.","tobacco , cigarette , cancer , laboratory research , animal subject , genetics , lung cancer , Surgeon General , warning label , asbestos , cardiovascular disease , smoker behavior , emphysema , gender , ethnic group , public health research , industry sponsored research"
tobacco_msz99d00,00250565-00250717A_512kb.mp4,512686105,https://archive.org/download/tobacco_msz99d00/00250565-00250717A_512kb.mp4,medicalheritagelibrary,movies,True and Kent Commercials,Compilation of animated and live action True and Kent cigarette commercials (some in Spanish).,"tobacco, cigarette, television, advertising, marketing, menthol cigarette, filter"
tobacco_zkdb0018,2020217976.mp4,643920398,https://archive.org/download/tobacco_zkdb0018/2020217976.mp4,newsandpublicaffairs,movies,Radiographed Underside Profiles Cigarettes End 920731,"Silent black and white footage, taken with an infrared imaging camera, of cigarettes burning.","tobacco, cigarette"
tobacco_oxj52b00,tobacco_oxj52b00.mp4,61897325,https://archive.org/download/tobacco_oxj52b00/tobacco_oxj52b00.mp4,newsandpublicaffairs,movies,"RJ REYNOLDS TOBACCO COMPANY PERSONAL SELLING SESSIONS JUNE 6 AND 7, 1994 (940606, 940607) CHATTANOOGA, TENNESSEE TAPE #12 (RUNNING TIME 9.53MIN).",,"tobacco, cigarette"
tobacco_dxw27a00,tobacco_dxw27a00.mp4,8458724,https://archive.org/download/tobacco_dxw27a00/tobacco_dxw27a00.mp4,medicalheritagelibrary,movies,"""""""Surgeon General Claims Tobacco Is Addictive"""" Eyewitness News WFSB-TV Hartford""",Brief news report on Dr. Koop's latest report on the addictive nature of nicotine in tobacco products.,"tobacco, cigarette, nicotine, addiction"
tobacco_gdy27a00,tobacco_gdy27a00-1.mp4,259994786,https://archive.org/download/tobacco_gdy27a00/tobacco_gdy27a00-1.mp4,medicalheritagelibrary,movies,SF Non-Smokers  8 PM Group,Focus group made up of non-smokers discussing parenting and smoking issues.,"tobacco, cigarette, peer influence, youth, parent, smoker behavior"
tobacco_gdy27a00,tobacco_gdy27a00.mp4,326954577,https://archive.org/download/tobacco_gdy27a00/tobacco_gdy27a00.mp4,medicalheritagelibrary,movies,SF Non-Smokers  8 PM Group,Focus group made up of non-smokers discussing parenting and smoking issues.,"tobacco, cigarette, peer influence, youth, parent, smoker behavior"
tobacco_xxp23e00,tobacco_xxp23e00.mp4,69507658,https://archive.org/download/tobacco_xxp23e00/tobacco_xxp23e00.mp4,newsandpublicaffairs,movies,BLUES 'P.M. BLUES SALES FILMS' REVISED 8 00 J NUMBER 1898 / JA,Video about PM Blues menthol cigarettes launch campaign. Edited version of Bates 2044837005.,"tobacco, cigarette"
tobacco_zyw27a00,tobacco_zyw27a00.mp4,114589433,https://archive.org/download/tobacco_zyw27a00/tobacco_zyw27a00.mp4,medicalheritagelibrary,movies,"""KVUE-TV ABC  Austin, TX Dr. Richard Wagner Social Cost Media Tour""",Discussion on the impact of smoking in society,"tobacco, cigarette, social cost, secondhand smoke, local ordinance, public place"
